id,city,province,latitude,longitude,seo_description
35144,Radom,PL14,51.4022557,21.1541546,
35145,Zarzecze,PL18,49.9128713,18.8210518,
35146,Mrągowo,PL28,53.8660707,21.3045796,
35147,Żydowo,PL32,54.3105599,20.8393237,
35148,Nowy Sącz,PL12,49.6249173,20.691346,
35149,Szczytno,PL28,53.565489,20.991589,
35150,Luboń,PL30,52.3458174,16.8784788,
35151,Pieniężno,PL28,54.2385662,20.1258163,
35152,Kamień Pomorski,PL32,53.9653947,14.7728556,
35153,Kościan,PL30,52.086325,16.6449995,
35154,Kielce,PL26,50.8719903,20.6310488,
35155,Płońsk,PL14,52.6226617,20.3705091,
35156,Sieniawa,PL18,50.1780728,22.6102155,
35157,Skierniewice,PL10,51.9568581,20.1430044,
35158,Opole,PL16,50.6668184,17.9236408,
35159,Piaseczno,PL14,52.0747377,21.0270885,
35160,Inowrocław,PL04,52.7952408,18.2595624,
35162,Rydułtowy,PL24,50.058436,18.4171831,
35163,Chodecz,PL04,52.4051735,19.0272596,
35164,Giżycko,PL28,54.040092,21.7713092,
35165,Głogów Małopolski,PL18,50.1511809,21.9627571,
35166,Mińsk Mazowiecki,PL14,52.1812046,21.5587372,
35167,Resko,PL32,53.7733969,15.4056058,
35168,Golądkowo,PL14,52.6559177,20.9931309,
35169,Krapkowice,PL16,50.4747406,17.9670987,
35170,Brzeziny,PL10,51.8004949,19.7517694,
35171,Nidzica,PL28,53.3613838,20.4275719,
35172,Andrychów,PL12,49.8555791,19.3436756,
35173,Puławy,PL06,51.4171713,21.9720582,
35174,Sieradz,PL10,51.5942475,18.7378774,
35175,Ustka,PL22,54.5811254,16.8612962,
35176,Kołobrzeg,PL32,54.1759614,15.5764209,
35177,Chąśno,PL10,52.1855642,19.9312782,
35178,Tomaszów Lubelski,PL06,50.4469315,23.4165561,
35179,Czersk,PL22,53.796196,17.9756228,
35180,Wałcz,PL32,53.269745,16.4670655,
35181,Chrzanów,PL12,50.1411926,19.4028502,
35182,Jaraczewo,PL30,51.9689115,17.2981142,
35183,Koszalin,PL32,54.19092,16.17707,
35184,Pawłowice,PL30,51.8511124,20.6161082,
35185,Białowieża,PL20,52.7027392,23.8512556,
35186,Stryków,PL10,51.9009447,19.6036969,
35187,Dęblin,PL06,51.562491,21.8654383,
35188,Nowa Wieś Lęborska,PL22,54.5590669,17.7253699,
35189,Wadowice,PL12,49.8834484,19.4925345,
35190,Wysoka,PL30,53.1829333,17.0797137,
35191,Pawonków,PL24,50.69491,18.5823,
35192,Adamów,PL06,51.7436921,22.2623567,
35193,Przeworsk,PL18,50.0601735,22.4923769,
35194,Granowo,PL30,53.6600659,17.6481861,
35195,Turek,PL30,52.01595,18.50191,
35196,Lublin,PL06,51.250559,22.5701022,
35197,Suchań,PL32,53.2799427,15.3188331,
35198,Maciejowice,PL14,51.692631,21.5531323,
35199,Goszczyn,PL14,51.7322001,20.8538194,
35200,Czarna Białostocka,PL20,53.2982835,23.2851013,
35201,Karpacz,PL02,50.7747485,15.7542035,
35202,Lubstów,PL30,52.3439262,18.4804478,
35203,Jaroszowiec,PL12,50.3357187,19.5983795,
35204,Twardogóra,PL02,51.364557,17.469599,
35205,Chęciny,PL26,50.8000835,20.4622228,
35206,Babiak,PL30,52.344523,18.6667068,
35207,Brzóza Stadnicka,PL18,50.196845,22.2736607,
35208,Mielec,PL18,50.2895407,21.4229453,
35209,Jaworzno,PL24,50.203439,19.2721559,
35210,Czernichów,PL12,49.9871154,19.6761974,
35211,Włodawa,PL06,51.5466412,23.553219,
35212,Mogilany,PL12,49.9413293,19.8877676,
35213,Miączyn,PL06,52.4156707,20.4376613,
35214,Mława,PL14,53.1116182,20.3831732,
35215,Perlejewo,PL20,52.5687177,22.562581,
35216,Płock,PL14,52.5464521,19.7008606,
35217,Legnica,PL02,51.2081617,16.1603187,
35218,Stalowa Wola,PL18,50.5653105,22.0644075,
35219,Ińsko,PL32,53.435721,15.548315,
35220,Przemyśl,PL18,49.7845132,22.7698454,
35221,Mokobody,PL14,52.2654877,22.1114012,
35222,Łomża,PL20,53.1750699,22.0727551,
35223,Budzów,PL12,50.90575,19.73482,
35224,Wejherowo,PL22,54.6026348,18.247934,
35225,Mieścisko,PL30,52.7436655,17.3294668,
35226,Sopot,PL22,54.4447922,18.5684902,
35227,Ostrów Mazowiecka,PL14,52.8000429,21.897638,
35228,Zarszyn,PL18,49.5831586,22.0150158,
35229,Wisznia Mała,PL02,51.250346,17.0484111,
35230,Choszczno,PL32,53.1704801,15.4167349,
35231,Maszewo,PL32,53.496222,15.0613549,
35232,Chełm,PL06,51.1339221,23.4711548,
35233,Libiąż,PL12,50.1030516,19.3147486,
35234,Ostroróg,PL30,52.6267433,16.4491743,
35235,Kruszwica,PL04,52.6743797,18.3254766,
35236,Pyrzyce,PL32,53.1461083,14.8924485,
35237,Słupsk,PL22,54.4649331,17.028073,
35238,Leżajsk,PL18,50.2621687,22.418892,
35239,Kłodawa,PL30,52.2574519,18.911206,
35240,Augustów,PL20,53.8437331,22.9802357,
35241,Legnickie Pole,PL02,51.1445731,16.2410821,
35242,Wojkowice,PL24,50.3652915,19.0366218,
35243,Ostrów Wielkopolski,PL30,51.6495023,17.8167085,
35244,Dubiecko,PL18,49.8253187,22.3916222,
35245,Puck,PL22,54.7203995,18.411338,
35246,Iłowo-Osada,PL28,53.1669769,20.2976146,
35247,Tarnowskie Góry,PL24,50.4445194,18.8554757,
35248,Dąbrowa Górnicza,PL24,50.3308692,19.2078918,
35249,Gliwice,PL24,50.294113,18.6657306,
35250,Gorlice,PL12,49.65829,21.1593832,
35251,Białe Błota,PL04,52.89522,18.7071,
35252,Tuliszków,PL30,52.0770973,18.294932,
35253,Rzeczenica,PL22,53.7569973,17.1075188,
35254,Odrzywół,PL14,51.5193078,20.555818,
35255,Goraj,PL06,50.7212294,22.6682146,
35256,Kikół,PL04,52.912342,19.1203393,
35257,Grajewo,PL20,53.6469842,22.4548627,
35258,Grabica,PL10,51.4791649,19.5323329,
35259,Jedlicze,PL18,49.714148,21.6421513,
35260,Morąg,PL28,53.9119982,19.9279895,
35261,Kluczbork,PL16,50.9730701,18.2140089,
35262,Bełchatów,PL10,51.3667319,19.3694645,
35263,Jastrzębie-Zdrój,PL24,49.9519085,18.6023614,
35264,Siedlce,PL14,52.1663751,22.2765138,
35265,Kotuń,PL14,52.1779129,22.0700859,
35266,Słopnice,PL12,49.6989839,20.3518902,
35267,Łańcut,PL18,50.0690725,22.2320924,
35268,Lipiany,PL32,53.002904,14.970883,
35269,Zgierz,PL10,51.8560819,19.4052228,
35270,Lisia Góra,PL12,54.66986,17.39853,
35271,Lachowo,PL20,53.4710736,22.0183428,
35272,Dąbie,PL08,52.0871691,18.8220738,
35273,Koło,PL30,52.2019866,18.6359912,
35274,Pierzchnica,PL26,50.6974266,20.7544258,
35275,Konarzyny,PL22,53.9676235,18.0918107,
35276,Wolanów,PL14,51.3795633,20.9756935,
35277,Mienia,PL14,52.1528103,21.70711,
35278,Kazanów,PL14,51.2750127,21.4676696,
35279,Nowy Targ,PL12,49.4818229,20.030541,
35280,Kolsko,PL08,51.9607173,15.961976,
35281,Nagłowice,PL26,50.6783328,20.1061001,
35282,Czarna Dąbrówka,PL22,54.356624,17.5615292,
35283,Radzyń Podlaski,PL06,51.7827253,22.6208818,
35284,Szczawnica,PL12,49.4266299,20.4761439,
35285,Międzyzdroje,PL32,53.9282745,14.448903,
35286,Słupca,PL30,52.2872924,17.8713612,
35287,Tarnobrzeg,PL18,50.5729327,21.6791667,
35288,Frydek,PL24,49.9986369,19.0670442,
35289,Wąsosz,PL20,51.5641,16.69307,
35290,Bestwina,PL24,49.8974396,19.0585799,
35291,Kobyla Góra,PL30,51.3784042,17.8380295,
35292,Oława,PL02,50.9431901,17.2957066,
35293,Zbójna,PL20,53.2438364,21.7772809,
35294,Świecie,PL04,53.4072518,18.4455253,
35295,Raczyce,PL26,50.6726398,17.0338019,
35296,Pabianice,PL10,51.6639859,19.3535024,
35297,Chróścin,PL10,51.1750929,18.1909587,
35298,Koniusza,PL12,50.1878952,20.2165568,
35299,Bielsk,PL14,52.6713156,19.8049119,
35300,Lubliniec,PL24,50.669016,18.6825574,
35301,Suchożebry,PL14,52.2612769,22.2541988,
35302,Gąsocin,PL14,52.7377277,20.7156977,
35303,Raszyn,PL14,52.1583333,20.9241667,
35304,Lipie,PL24,51.8344739,20.7069893,
35305,Brzeg Dolny,PL02,51.2691744,16.7083805,
35306,Września,PL30,52.3250694,17.5652282,
35307,Koźmin Wielkopolski,PL30,51.8256567,17.4528473,
35308,Rabka-Zdrój,PL12,49.6076663,19.9622575,
35309,Wieleń,PL30,52.8943347,16.1712847,
35310,Purda,PL28,53.7086289,20.7033951,
35311,Maksymilianowo,PL04,52.1527845,16.5536337,
35312,Szprotawa,PL08,51.5650714,15.5367584,
35313,Koronowo,PL04,53.3140636,17.9369813,
35314,Wyszków,PL14,52.5928035,21.4584581,
35315,Okonek,PL30,53.5347646,16.8516192,
35316,Ślesin,PL30,52.37082,18.30593,
35317,Piła,PL30,53.1511324,16.7380343,
35318,Lubartów,PL06,51.4660473,22.6052895,
35319,Świętochłowice,PL24,50.2905758,18.9195066,
35320,Pajęczno,PL10,51.1468824,18.9956984,
35321,Radziejów,PL04,52.6251015,18.5269434,
35322,Międzyrzecz,PL08,52.4448261,15.578637,
35323,Lędziny,PL24,50.1379295,19.1315264,
35324,Nowa Sucha,PL14,52.1537489,20.1809994,
35325,Brzuze,PL04,53.0536334,19.2617851,
35326,Mrozy,PL14,52.1655506,21.8001682,
35327,Tuczno,PL32,53.194419,16.1548235,
35328,Środa Wielkopolska,PL30,52.2284266,17.277827,
35329,Tyniec Mały,PL02,51.0189869,16.9196469,
35330,Kaźmierz,PL30,52.5129241,16.5831468,
35331,Godziszów,PL06,49.7604608,18.7574969,
35332,Świedziebnia,PL04,53.1523277,19.5582979,
35333,Łącko,PL12,49.5576697,20.4349281,
35334,Jarocin,PL30,51.9739233,17.5011254,
35335,Udanin,PL02,51.0375751,16.449276,
35336,Uzdowo,PL28,53.3474323,20.1023699,
35337,Wiśniowa Góra,PL10,51.7130624,19.6274166,
35338,Stoczek,PL14,52.5439328,21.9017072,
35339,Wieluń,PL10,51.2204544,18.5700965,
35340,Strzelce Krajeńskie,PL08,52.8785785,15.5326861,
35341,Złotów,PL30,53.3631938,17.034694,
35342,Barlinek,PL32,52.9920762,15.2166391,
35343,Kańczuga,PL18,49.9843732,22.4131838,
35344,Bytom,PL24,50.3470387,18.9231857,
35345,Mikołajki Pomorskie,PL22,53.8506181,19.1658001,
35346,Pisz,PL28,53.6290631,21.8082539,
35347,Krasiczyn,PL18,49.7762257,22.6521706,
35348,Jaworze,PL24,49.79248,18.94034,
35349,Kędzierzyn-Koźle,PL16,50.3448836,18.2109594,
35350,Frampol,PL06,50.671832,22.6698666,
35351,Liszki,PL12,50.0384673,19.7661585,
35352,Lniano,PL04,53.52917,18.2204,
35353,Krosno,PL18,49.6938045,21.7651458,
35354,Cieszyn,PL24,49.7488623,18.6334308,
35355,Żagań,PL08,51.6148068,15.3203721,
35356,Dębica,PL18,50.0514601,21.4104804,
35357,Gościno,PL32,54.0515795,15.6534004,
35358,Andrespol,PL10,51.7253891,19.638648,
35359,Jedwabno,PL28,53.529796,20.7268347,
35360,Olkusz,PL12,50.2788158,19.5596307,
35361,Bielsk Podlaski,PL20,52.7687555,23.1925618,
35362,Świnoujście,PL32,53.9097477,14.2510703,
35363,Police,PL32,53.5486435,14.5657399,
35364,Brzostek,PL18,49.8784697,21.411865,
35365,Belsk Duży,PL14,51.8258436,20.8087878,
35366,Ciechanów,PL14,52.8819798,20.6191479,
35367,Horyniec-Zdrój,PL18,50.1910278,23.3625975,
35368,Cedry Wielkie,PL22,54.2441816,18.8457262,
35369,Kwilcz,PL30,52.5552148,16.0848075,
35370,Nowiny,PL26,54.1864242,22.137397,
35371,Złotoryja,PL02,51.1247624,15.9169833,
35372,Przewóz,PL08,51.4760624,14.9489134,
35373,Brodniki,PL32,53.88511,15.20675,
35374,Lębork,PL22,54.5391501,17.7472272,
35375,Turobin,PL06,50.8218458,22.7448995,
35376,Czerwionka-Leszczyny,PL24,50.1449958,18.6531994,
35377,Sierpc,PL14,52.8529055,19.6675433,
35378,Gąsawa,PL04,52.76856,17.75631,
35379,Zduńska Wola,PL10,51.6028615,18.9333201,
35380,Krynica Morska,PL22,54.3800071,19.4433631,
35381,Rojewo,PL04,52.52031,15.56406,
35382,Olsztyn,PL24,53.7766839,20.476507,
35383,Dobromierz,PL02,50.9103288,16.236091,
35384,Gąbin,PL14,52.39942,19.73072,
35385,Staszów,PL26,50.5612276,21.1677849,
35386,Mikołów,PL24,50.1691812,18.9044238,
35387,Sońsk,PL14,52.7813961,20.6961175,
35388,Ruda Śląska,PL24,50.2858001,18.8747933,
35389,Żabno,PL12,50.1335155,20.8859257,
35390,Konin,PL30,52.2301933,18.2521112,
35391,Sadowne,PL14,52.6408839,21.845991,
35392,Markuszów,PL06,51.3743264,22.2608579,
35393,Świdnica,PL02,50.8424835,16.4870549,
35394,Prudnik,PL16,50.3217212,17.5801041,
35396,Gubin,PL08,51.9509156,14.7293172,
35397,Szczecinek,PL32,53.708021,16.6943922,
35398,Psary,PL30,50.8691352,17.36217,
35399,Krynica-Zdrój,PL12,49.4206138,20.9594176,
35400,Lelów,PL24,50.6832008,19.6249466,
35401,Kowala-Stępocina,PL14,51.3246477,21.0702786,
35402,Świnice Warckie,PL10,52.04086,18.91984,
35523,Pomiechówek,PL14,52.4719444,20.7336111,
35403,Wodzisław Śląski,PL24,50.0024107,18.4630383,
35404,Końskie,PL26,51.1910223,20.4071836,
35405,Wola Filipowska,PL12,50.1328995,19.5875894,
35406,Trzebownisko,PL18,50.0780016,22.0364592,
35407,Chociwel,PL32,53.4663949,15.3314436,
35408,Choroszcz,PL20,53.143925,22.9884588,
35409,Piekary Śląskie,PL24,50.3840312,18.9456429,
35410,Grodzisk,PL20,52.5839704,22.7384197,
35411,Wielgomłyny,PL10,51.0129394,19.7638042,
35412,Janów Podlaski,PL06,52.1971205,23.2078844,
35413,Legionowo,PL14,52.3952285,20.9308309,
35414,Szerzyny,PL12,49.8088632,21.2451169,
35415,Tychy,PL24,50.114397,18.9965933,
35416,Goleszów,PL24,49.7336888,18.7402381,
35417,Czeladź,PL24,50.3184581,19.0736572,
35418,Żmigród,PL02,51.4717386,16.9082719,
35419,Nałęczów,PL06,51.2876064,22.214792,
35420,Jarosław,PL18,50.0159029,22.6796573,
35421,Białogard,PL32,54.0064367,15.9870974,
35422,Woskowice Małe,PL16,51.1038212,17.8598034,
35423,Kowal,PL04,52.5308373,19.1499427,
35424,Kurów,PL06,51.3888553,22.1862143,
35425,Wadowice Górne,PL18,50.2620708,21.2985063,
35426,Tarnowiec,PL18,53.4935,14.91598,
35427,Kleszczów,PL10,51.22165,19.30628,
35428,Żuromin,PL14,53.0671703,19.9078353,
35429,Nowogard,PL32,53.6687698,15.1225889,
35430,Huszlew,PL14,52.1373857,22.8399375,
35431,Bystra,PL24,49.7604679,19.0600025,
35432,Domanice,PL14,53.936,16.94504,
35433,Myślibórz,PL32,52.924825,14.8664799,
35434,Maków Mazowiecki,PL14,52.865678,21.101224,
35435,Śrem,PL30,52.0893322,17.0156809,
35436,Kutno,PL10,52.2317559,19.3570182,
35437,Potok Wielki,PL06,50.6071912,20.2158624,
35438,Dąbrowa Białostocka,PL20,53.654439,23.3485102,
35439,Kup,PL16,50.8068013,17.8831428,
35440,Daleszyce,PL26,50.801991,20.8066334,
35441,Łuków,PL06,51.93008,22.3790669,
35442,Rudniki,PL24,54.3500434,18.6982517,
35443,Rąbino,PL32,53.8688563,15.9506588,
35444,Sokołów Podlaski,PL14,52.4081717,22.2525679,
35445,Siewierz,PL24,50.4710097,19.2318901,
35446,Rokiciny,PL10,54.3343328,17.7206582,
35447,Wieliczki,PL28,53.9845908,22.5615631,
35448,Jasienica Rosielna,PL18,49.7506895,21.9402817,
35449,Nowogród,PL20,53.2280804,21.8797908,
35450,Brwinów,PL14,52.1425551,20.7170701,
35451,Kępno,PL30,51.2790265,17.9866632,
35452,Oświęcim,PL12,50.0382443,19.2214053,
35453,Moszczenica,PL10,53.6419697,17.4971199,
35454,Opatów,PL26,50.8017661,21.4238281,
35455,Dobroszyce,PL02,51.26554,17.34535,
35456,Ełk,PL28,53.8185716,22.3828984,
35457,Ryki,PL06,51.6266968,21.935696,
35458,Wiązowna,PL14,52.1711968,21.3039625,
35459,Czernica,PL02,53.84223,17.6428,
35460,Ostróda,PL28,53.7028533,19.9623028,
35461,Zaręba,PL02,51.1064213,15.235031,
35462,Kolbudy,PL22,54.2704958,18.4683858,
35463,Gryfice,PL32,53.9148529,15.1987062,
35464,Zatory,PL14,52.60618,21.18392,
35465,Strzelce Opolskie,PL16,50.5109033,18.3004547,
35466,Włocławek,PL04,52.6603872,19.071948,
35467,Trojanów,PL14,51.6964583,21.8214629,
35468,Kawęczyn,PL30,51.9408843,20.9064713,
35469,Starogard Gdański,PL22,53.9671805,18.532113,
35470,Bochnia,PL12,49.9693563,20.430541,
35471,Wągrowiec,PL30,52.8071754,17.1973241,
35472,Siennica Różana,PL06,51.0000583,23.3295562,
35473,Łubianka,PL04,53.3971527,23.2277522,
35474,Garbatka-Letnisko,PL14,51.4933539,21.6318482,
35475,Gryfów Śląski,PL02,51.0281455,15.4145051,
35476,Mierzęcice,PL24,50.4441,19.12405,
35477,Gostynin,PL14,52.4287607,19.4612956,
35478,Słomniki,PL12,50.2403739,20.0811369,
35479,Jaktorów,PL14,52.0904757,20.5476345,
35480,Ząbki,PL14,52.2934961,21.1157408,
35481,Brodnica,PL04,53.258092,19.3993626,
35482,Komorniki,PL30,52.3360059,16.8080811,
35483,Mieroszów,PL02,50.6669858,16.1862044,
35484,Strzyżów,PL18,49.8702087,21.7856291,
35485,Łososina Dolna,PL12,49.7416411,20.6251038,
35486,Czempiń,PL30,52.1431479,16.7613308,
35487,Tęgoborze,PL12,49.7043039,20.6309013,
35488,Sochaczew,PL14,52.2296562,20.2379379,
35489,Witkowo,PL30,52.4395881,17.7725138,
35490,Gaj,PL12,52.7084796,23.0825802,
35491,Dobra,PL32,51.9161774,18.6159693,
35492,Zaniemyśl,PL30,52.1551661,17.1618234,
35493,Namysłów,PL16,51.0766258,17.7185619,
35494,Łask,PL10,51.5929947,19.1334784,
35495,Łapy,PL20,52.9908208,22.883005,
35496,Jedlnia-Letnisko,PL14,51.4303531,21.3292505,
35497,Łyse,PL14,52.907923,23.1102495,
35498,Zawiercie,PL24,50.4844179,19.4333887,
35499,Krzeszowice,PL12,50.1350246,19.6320164,
35500,Postoliska,PL14,52.4488195,21.4637686,
35501,Strawczyn,PL26,50.9415044,20.4201116,
35502,Witonia,PL10,52.1469973,19.2943318,
35503,Przasnysz,PL14,53.0190219,20.8804028,
35504,Lubawa,PL28,53.5051482,19.7494057,
35505,Lipnica Wielka,PL12,49.4849727,19.6292186,
35506,Biała Podlaska,PL06,52.0338399,23.1193948,
35507,Kraśnik,PL06,50.9249236,22.229206,
35508,Miedziana Góra,PL26,50.9632371,19.8923012,
35509,Radzymin,PL14,52.4176347,21.1807836,
35510,Łęczyce,PL22,54.5929285,17.8601132,
35511,Rawa Mazowiecka,PL10,51.7624929,20.2519293,
35512,Trąbki Wielkie,PL22,54.17105,18.53793,
35513,Pakość,PL04,52.8073319,18.0899612,
35514,Nisko,PL18,50.5198985,22.139886,
35515,Pruszcz Gdański,PL22,54.2608539,18.6461908,
35516,Nowy Korczyn,PL26,50.2994316,20.8090569,
35517,Bytów,PL22,54.1694592,17.4890263,
35518,Sokółka,PL20,53.4049183,23.4995562,
35519,Iwonicz-Zdrój,PL18,49.5696688,21.7932328,
35520,Rajgród,PL20,53.7304739,22.6976173,
35521,Buk,PL30,52.357408,16.5166799,
35522,Olszewo-Borki,PL14,53.0679398,21.5226162,
35524,Morzeszczyn,PL22,53.8403982,18.6904948,
35525,Dynów,PL18,49.8134771,22.2338151,
35526,Opoczno,PL10,51.3782439,20.2931754,
35527,Rudnik,PL24,50.4447766,22.2440326,
35528,Tarnów Opolski,PL16,50.5803405,18.0827155,
35529,Brody,PL08,51.7867086,14.7743044,
35530,Brody,PL26,51.7867086,14.7743044,
35531,Czarny Dunajec,PL12,49.440493,19.8535612,
35532,Kosakowo,PL22,54.22835,21.47486,
35533,Mordy,PL14,52.2112989,22.5170678,
35534,Gołuchów,PL30,51.8494576,17.9307954,
35535,Brzozówka,PL04,53.75796,22.83613,
35536,Dziadkowice,PL20,51.6729595,19.0051054,
35537,Sulęcin,PL08,52.4413768,15.1161501,
35538,Rogowo,PL04,52.7236965,17.6508776,
35539,Bogdaniec,PL08,52.2379157,20.3349468,
35540,Kalisz,PL30,51.7624752,18.0895358,
35541,Suwałki,PL20,54.0990636,22.9279363,
35542,Chocianów,PL02,51.4168327,15.8986889,
35543,Osjaków,PL10,51.2888829,18.7912573,
35544,Błaszki,PL10,51.6525206,18.4333114,
35545,Zławieś Wielka,PL04,53.0969614,18.3280492,
35546,Młodzieszyn,PL14,52.2986514,20.1860491,
35547,Gostyń,PL30,51.8778633,17.0167637,
35548,Tel Aviv-Yafo,,32.0820194,34.785189,
35549,Mysłowice,PL24,50.2414715,19.1414528,
35550,Żelazków,PL30,52.3027843,17.9722165,
35551,Sosnowiec,PL24,50.2780834,19.1342944,
35552,Pruszcz,PL04,53.3294095,18.1993931,
35553,Grodziczno,PL28,52.7479178,21.4510616,
35554,Knyszyn,PL20,53.3122442,22.9200387,
35555,Biskupiec,PL28,53.8688,20.95518,
35556,Sępólno Krajeńskie,PL04,53.4547434,17.5348373,
35557,Braniewo,PL28,54.3825966,19.827344,
35558,Wieliczka,PL12,49.9823773,20.0602114,
35559,Zielonka,PL14,52.310847,21.1523199,
35560,Gromnik,PL12,53.7361111,15.9897222,
35561,Trzciel,PL08,52.365166,15.873213,
35562,Świlcza,PL18,50.0714236,21.8998941,
35563,Biłgoraj,PL06,50.5424846,22.7209326,
35564,Bobolice,PL32,53.954693,16.5884779,
35565,Łomazy,PL06,51.9027665,23.1755843,
35566,Trzcińsko-Zdrój,PL32,52.9660381,14.6075982,
